Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
333,11/28/2016 2:06:39 PM,1.876E00,5.967E02,1.186E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.0,491.5,21.3,6.4,6377.0,, Cool White,0.0054,0.00117436958568444,70.5042248615273,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
334,11/28/2016 2:06:49 PM,1.849E00,5.897E02,1.171E03,0.3146,0.3334,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.6,491.8,21.2,6.3,6370.0,, Cool White,0.0054,0.00127812244216448,70.4852709854787,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.5,-30.5,35.7,69.4,39.5,68.6,86,N/A,N/A,
335,11/28/2016 2:06:59 PM,1.840E00,5.866E02,1.164E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.5,447.1,540.8,491.8,21.1,6.3,6366.0,, Cool White,0.0054,0.00128231442436203,70.4643557517147,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
336,11/28/2016 2:07:09 PM,1.875E00,5.960E02,1.184E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,541.2,491.7,21.2,6.3,6374.0,, Cool White,0.0054,0.0012696004571684,70.4598294854454,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
337,11/28/2016 2:07:19 PM,1.877E00,5.958E02,1.184E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.2,491.5,21.3,6.4,6377.0,, Cool White,0.0054,0.00116817735658781,70.5106747369332,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
338,11/28/2016 2:07:29 PM,1.903E00,6.060E02,1.204E03,0.3145,0.3331,0.1975,0.3138,0.0042,0.1975,0.4707,448.5,447.1,540.6,491.6,21.3,6.4,6377.0,, Cool White,0.0054,0.00118686932288424,70.5142619650899,68.6,73.4,75.3,72.2,70,64.2,79.7,60.7,-30.1,35.6,69.5,39.6,68.7,86,N/A,N/A,
339,11/28/2016 2:07:39 PM,1.878E00,5.980E02,1.188E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.7,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.00121524101644937,70.4757451492548,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
340,11/28/2016 2:07:49 PM,1.875E00,5.976E02,1.187E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.6,491.6,21.3,6.4,6375.0,, Cool White,0.0054,0.00123510549830993,70.4834746239314,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
341,11/28/2016 2:07:59 PM,1.872E00,5.971E02,1.187E03,0.3144,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.5,447.1,540.5,491.6,21.2,6.4,6379.0,, Cool White,0.0054,0.00120999254597667,70.5045623527218,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
342,11/28/2016 2:08:09 PM,1.877E00,5.975E02,1.187E03,0.3145,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.0,540.7,491.5,21.3,6.4,6377.0,, Cool White,0.0054,0.00117626450446166,70.5121654946386,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
343,11/28/2016 2:08:19 PM,1.881E00,5.985E02,1.189E03,0.3146,0.3331,0.1976,0.3138,0.0042,0.1976,0.4707,448.5,447.1,540.8,491.5,21.3,6.3,6373.0,, Cool White,0.0054,0.00114196581589984,70.5318060216826,68.7,73.5,75.3,72.2,70,64.2,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
344,11/28/2016 2:08:29 PM,1.870E00,5.969E02,1.185E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.5,491.7,21.0,6.3,6373.0,, Cool White,0.0054,0.00125183261705613,70.4652475487151,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
345,11/28/2016 2:08:39 PM,1.876E00,5.970E02,1.186E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.6,447.0,540.7,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00120434562426253,70.4778851493085,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
346,11/28/2016 2:08:49 PM,1.870E00,5.967E02,1.185E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,540.4,491.7,21.1,6.3,6373.0,, Cool White,0.0054,0.00127664432886847,70.4735288574135,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
347,11/28/2016 2:08:59 PM,1.886E00,5.973E02,1.186E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.5,447.1,541.7,491.6,21.3,6.3,6372.0,, Cool White,0.0054,0.00119442817391662,70.5259075050318,68.6,73.4,75.3,72.2,70,64.2,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
348,11/28/2016 2:09:09 PM,1.884E00,5.965E02,1.185E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.5,447.1,541.7,491.5,21.3,6.4,6376.0,, Cool White,0.0054,0.00114901681546654,70.5384967328976,68.7,73.5,75.3,72.2,70,64.2,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
349,11/28/2016 2:09:19 PM,1.872E00,5.961E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.8,491.7,21.1,6.3,6373.0,, Cool White,0.0054,0.00123012096192171,70.474740582124,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
350,11/28/2016 2:09:29 PM,1.869E00,5.960E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.5,491.7,21.3,6.3,6373.0,, Cool White,0.0054,0.00123440071113271,70.4698040305762,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
351,11/28/2016 2:09:39 PM,1.868E00,5.967E02,1.185E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,540.3,491.7,21.2,6.3,6371.0,, Cool White,0.0054,0.0012419283159104,70.467490618276,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
352,11/28/2016 2:09:49 PM,1.880E00,5.974E02,1.187E03,0.3144,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.0,541.0,491.5,21.3,6.4,6379.0,, Cool White,0.0054,0.00115615379201623,70.5161834636788,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
353,11/28/2016 2:09:59 PM,1.872E00,5.965E02,1.185E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.7,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.00121609480035015,70.4740250533227,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
354,11/28/2016 2:10:09 PM,1.874E00,5.966E02,1.185E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.7,447.1,540.7,491.6,21.2,6.4,6374.0,, Cool White,0.0054,0.0012248715789762,70.5033683217781,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.2,35.7,69.4,39.6,68.6,86,N/A,N/A,
355,11/28/2016 2:10:19 PM,1.879E00,5.969E02,1.185E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,541.3,491.7,21.2,6.3,6370.0,, Cool White,0.0054,0.00124856775179847,70.4902132429256,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
356,11/28/2016 2:10:29 PM,1.878E00,5.971E02,1.186E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,541.1,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.00120466835127301,70.4981373421489,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
357,11/28/2016 2:10:39 PM,1.881E00,5.980E02,1.188E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.1,541.2,491.7,21.2,6.3,6373.0,, Cool White,0.0054,0.00125981444150738,70.4602165916635,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.6,35.6,69.4,39.5,68.6,86,N/A,N/A,
358,11/28/2016 2:10:49 PM,1.881E00,5.976E02,1.187E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.2,491.5,21.3,6.4,6376.0,, Cool White,0.0054,0.00115259676200033,70.5344939392549,68.7,73.5,75.3,72.2,70,64.2,79.8,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
359,11/28/2016 2:10:59 PM,1.880E00,5.979E02,1.188E03,0.3144,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,540.8,491.6,21.3,6.4,6379.0,, Cool White,0.0054,0.00119677283194742,70.5429233341963,68.7,73.5,75.3,72.2,70,64.2,79.8,60.7,-29.9,35.7,69.5,39.6,68.7,86,N/A,N/A,
360,11/28/2016 2:11:09 PM,1.886E00,5.983E02,1.189E03,0.3145,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,541.3,491.5,21.2,6.4,6377.0,, Cool White,0.0054,0.00117597214578895,70.5289776258327,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
361,11/28/2016 2:11:19 PM,1.879E00,5.992E02,1.190E03,0.3145,0.3331,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,540.5,491.6,21.2,6.4,6374.0,, Cool White,0.0054,0.0011978712700852,70.5030123847389,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
362,11/28/2016 2:11:29 PM,1.852E00,5.877E02,1.167E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,541.5,491.7,21.1,6.3,6369.0,, Cool White,0.0054,0.0011943624136843,70.493487203159,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.7,69.4,39.5,68.6,86,N/A,N/A,
363,11/28/2016 2:11:39 PM,1.840E00,5.862E02,1.164E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.9,491.7,21.2,6.3,6372.0,, Cool White,0.0054,0.00124059837425186,70.4917108976298,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
364,11/28/2016 2:11:49 PM,1.873E00,5.958E02,1.184E03,0.3145,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.5,447.0,540.8,491.5,21.3,6.4,6378.0,, Cool White,0.0054,0.00117191210413953,70.511330746562,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
365,11/28/2016 2:11:59 PM,1.882E00,5.980E02,1.188E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,541.1,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00122671113469523,70.5030332598047,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.2,35.7,69.4,39.6,68.6,86,N/A,N/A,
366,11/28/2016 2:12:09 PM,1.885E00,5.988E02,1.190E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,541.1,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00124364804942697,70.4903749803222,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
367,11/28/2016 2:12:19 PM,1.886E00,6.002E02,1.192E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.5,447.1,540.8,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.00120436058822543,70.5136351136645,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.1,35.7,69.4,39.6,68.6,86,N/A,N/A,
368,11/28/2016 2:12:29 PM,1.889E00,5.992E02,1.191E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,541.4,491.6,21.1,6.4,6374.0,, Cool White,0.0054,0.00120137776924104,70.5340851681755,68.6,73.5,75.3,72.2,70,64.3,79.8,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
369,11/28/2016 2:12:39 PM,1.887E00,5.986E02,1.190E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.2,491.5,21.3,6.4,6376.0,, Cool White,0.0054,0.00114035576288399,70.5825432926257,68.7,73.5,75.3,72.3,70,64.3,79.8,60.7,-29.9,35.8,69.5,39.7,68.7,86,N/A,N/A,
370,11/28/2016 2:12:49 PM,1.838E00,5.865E02,1.165E03,0.3146,0.3334,0.1975,0.3140,0.0044,0.1975,0.4709,448.5,447.1,540.6,491.8,21.1,6.3,6370.0,, Cool White,0.0054,0.00131685221837845,70.4483307552486,68.5,73.4,75.3,72.1,69.9,64.2,79.8,60.5,-30.6,35.6,69.3,39.4,68.6,86,N/A,N/A,
371,11/28/2016 2:12:59 PM,1.867E00,5.956E02,1.183E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.6,447.1,540.2,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00121266212943072,70.5092755122944,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
372,11/28/2016 2:13:09 PM,1.842E00,5.857E02,1.163E03,0.3147,0.3334,0.1976,0.3139,0.0043,0.1976,0.4709,448.6,447.1,541.2,491.8,21.1,6.3,6366.0,, Cool White,0.0054,0.00124279734536285,70.5027106121517,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.5,68.6,86,N/A,N/A,
373,11/28/2016 2:13:19 PM,1.846E00,5.861E02,1.164E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,541.3,491.7,21.1,6.3,6371.0,, Cool White,0.0054,0.00125721662837099,70.5125883221068,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.2,35.7,69.4,39.5,68.6,86,N/A,N/A,
374,11/28/2016 2:13:30 PM,1.830E00,5.845E02,1.160E03,0.3147,0.3335,0.1975,0.3140,0.0044,0.1975,0.4710,448.5,447.1,540.4,491.9,21.1,6.3,6365.0,, Cool White,0.0054,0.00133676379710426,70.4205774842226,68.5,73.4,75.4,72.1,69.8,64.2,79.7,60.4,-30.8,35.6,69.3,39.4,68.5,86.1,N/A,N/A,
375,11/28/2016 2:13:40 PM,1.860E00,5.927E02,1.177E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,540.5,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00123164476437887,70.4654927873739,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
376,11/28/2016 2:13:50 PM,1.872E00,5.948E02,1.181E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,541.2,491.6,21.2,6.3,6374.0,, Cool White,0.0054,0.00120526417738712,70.492873354696,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.2,35.6,69.4,39.5,68.6,86,N/A,N/A,
377,11/28/2016 2:14:00 PM,1.868E00,5.955E02,1.182E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.7,491.7,21.2,6.3,6371.0,, Cool White,0.0054,0.00122062643617371,70.4888053776569,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.5,-30.4,35.6,69.4,39.6,68.6,86,N/A,N/A,
378,11/28/2016 2:14:10 PM,1.875E00,5.961E02,1.185E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,541.0,491.6,21.2,6.4,6378.0,, Cool White,0.0054,0.00119978044673626,70.5201087308581,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
379,11/28/2016 2:14:20 PM,1.867E00,5.957E02,1.183E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.4,491.7,21.1,6.3,6372.0,, Cool White,0.0054,0.00122024225806599,70.4951131234905,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
380,11/28/2016 2:14:30 PM,1.873E00,5.960E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,540.9,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.0012357362539051,70.486893918288,68.6,73.4,75.2,72.2,69.9,64.2,79.7,60.7,-30.1,35.6,69.4,39.5,68.6,86,N/A,N/A,
381,11/28/2016 2:14:40 PM,1.866E00,5.954E02,1.182E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.0,540.5,491.7,21.1,6.3,6370.0,, Cool White,0.0054,0.00124563201075432,70.4416488667827,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.6,35.5,69.4,39.5,68.6,86,N/A,N/A,
382,11/28/2016 2:14:50 PM,1.866E00,5.951E02,1.182E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.0,540.5,491.6,21.2,6.4,6378.0,, Cool White,0.0054,0.00119923938885084,70.4843666241552,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
383,11/28/2016 2:15:00 PM,1.874E00,5.968E02,1.185E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.7,491.7,21.2,6.3,6372.0,, Cool White,0.0054,0.00122223303256847,70.4941243378223,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
384,11/28/2016 2:15:10 PM,1.869E00,5.961E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,540.5,491.6,21.2,6.3,6374.0,, Cool White,0.0054,0.00120745629591543,70.4863108293623,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
385,11/28/2016 2:15:20 PM,1.896E00,6.051E02,1.202E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4708,448.5,447.1,540.4,491.7,21.3,6.3,6372.0,, Cool White,0.0054,0.00121456579916274,70.4957447463132,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
386,11/28/2016 2:15:30 PM,1.875E00,5.969E02,1.185E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4708,448.5,447.0,540.9,491.6,21.1,6.3,6372.0,, Cool White,0.0054,0.00120395612574901,70.4961961441564,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.2,35.6,69.4,39.5,68.6,86,N/A,N/A,
387,11/28/2016 2:15:40 PM,1.878E00,5.960E02,1.184E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.0,541.4,491.6,21.2,6.3,6372.0,, Cool White,0.0054,0.00119589361861556,70.4928514425529,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
388,11/28/2016 2:15:50 PM,1.868E00,5.958E02,1.182E03,0.3147,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.6,447.1,540.6,491.8,21.1,6.3,6365.0,, Cool White,0.0054,0.00126241847131503,70.4403806491049,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.7,35.6,69.4,39.5,68.6,86,N/A,N/A,
389,11/28/2016 2:16:00 PM,1.865E00,5.955E02,1.183E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.3,491.7,21.2,6.3,6373.0,, Cool White,0.0054,0.00124688699964894,70.4746434087761,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
390,11/28/2016 2:16:10 PM,1.898E00,6.041E02,1.200E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.5,447.1,540.7,491.5,21.2,6.4,6378.0,, Cool White,0.0054,0.00116041323892814,70.4992409637389,68.6,73.4,75.2,72.2,70,64.2,79.7,60.6,-30.2,35.6,69.5,39.6,68.6,86,N/A,N/A,
391,11/28/2016 2:16:20 PM,1.907E00,6.067E02,1.206E03,0.3144,0.3329,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.0,540.8,491.5,21.3,6.4,6382.0,, Cool White,0.0054,0.00116199912320995,70.5074024053404,68.6,73.4,75.2,72.2,70,64.2,79.7,60.7,-30.1,35.6,69.4,39.6,68.7,86,N/A,N/A,
392,11/28/2016 2:16:30 PM,1.905E00,6.067E02,1.206E03,0.3144,0.3330,0.1975,0.3138,0.0043,0.1975,0.4707,448.5,447.0,540.6,491.5,21.3,6.4,6382.0,, Cool White,0.0054,0.00120033295098424,70.5014352401462,68.6,73.4,75.2,72.2,70,64.2,79.7,60.7,-30.2,35.6,69.5,39.6,68.6,86,N/A,N/A,
393,11/28/2016 2:16:40 PM,1.880E00,5.980E02,1.188E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.5,447.1,540.9,491.6,21.1,6.3,6372.0,, Cool White,0.0054,0.00118303695033283,70.5002458257588,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
394,11/28/2016 2:16:50 PM,1.884E00,5.971E02,1.186E03,0.3146,0.3331,0.1976,0.3139,0.0042,0.1976,0.4708,448.5,447.0,541.6,491.6,21.3,6.3,6371.0,, Cool White,0.0054,0.00115948225336836,70.5414988599028,68.7,73.5,75.3,72.2,70,64.3,79.7,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
395,11/28/2016 2:17:00 PM,1.876E00,5.967E02,1.185E03,0.3146,0.3331,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.0,540.9,491.6,21.0,6.3,6372.0,, Cool White,0.0054,0.00117117319601542,70.5031294060955,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
396,11/28/2016 2:17:10 PM,1.872E00,5.972E02,1.186E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.3,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00123461271357456,70.4799687629531,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
397,11/28/2016 2:17:20 PM,1.884E00,5.969E02,1.186E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,541.7,491.6,21.4,6.4,6374.0,, Cool White,0.0054,0.00123260671796363,70.5356185223924,68.6,73.5,75.3,72.2,70,64.3,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
398,11/28/2016 2:17:30 PM,1.874E00,5.980E02,1.188E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.4,491.7,21.2,6.3,6373.0,, Cool White,0.0054,0.00123210727497417,70.4816971364018,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
399,11/28/2016 2:17:40 PM,1.866E00,5.957E02,1.183E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,540.4,491.7,21.2,6.3,6369.0,, Cool White,0.0054,0.00124003571250737,70.4841010016797,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
400,11/28/2016 2:17:50 PM,1.880E00,5.965E02,1.184E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,541.6,491.6,21.1,6.3,6369.0,, Cool White,0.0054,0.00118463694941403,70.5079875884468,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.2,35.7,69.5,39.6,68.6,86,N/A,N/A,
401,11/28/2016 2:18:00 PM,1.876E00,5.959E02,1.184E03,0.3145,0.3329,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.2,491.5,21.2,6.4,6379.0,, Cool White,0.0054,0.00113295302242677,70.5194948681711,68.7,73.4,75.3,72.2,70,64.2,79.7,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
402,11/28/2016 2:18:10 PM,1.866E00,5.946E02,1.181E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,540.6,491.7,21.2,6.3,6372.0,, Cool White,0.0054,0.00123584607878953,70.4761131602754,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
