seconds,hours,svn,pwm icharge,pwm iled,pwm vlimit,pwm led,control_output_flags,control_flags,v_ref_ad,v_charge_ad,i_batt_ad,t_batt_ad,v_batt_ad,t_led_ad,batt_id_ad,t_driver_ad,driver_input_flags,Converted by computer:,vcharger (V),ibatt (A),tbatt (C),vbatt (V),tled (C),tdriver (C),
0.0,0.0000,3217,1023,0,0,0,00000001,0000000001000000,0,3,1,589,964,630,513,569,00111111,,0.08,-0.01,22.1,25.16,22.6,24.1,
1.0,0.0003,3217,1023,0,0,0,00000001,0000000001000000,0,4,1,589,964,629,513,569,00111111,,0.10,-0.01,22.1,25.16,22.7,24.1,
2.0,0.0006,3217,1023,461,23,200,00001001,0000000000000000,0,3,274,589,929,629,513,569,00111111,,0.08,-2.19,22.1,24.25,22.7,24.1,
3.0,0.0008,3217,1023,227,0,0,00001001,0000000000000000,0,3,128,589,947,630,513,569,00111111,,0.08,-1.03,22.1,24.72,22.6,24.1,
4.0,0.0011,3217,1023,196,0,0,00001001,0000000000100000,0,4,75,589,953,629,513,569,00111111,,0.10,-0.60,22.1,24.88,22.7,24.1,
5.0,0.0014,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,954,629,514,569,00111111,,0.08,-0.59,22.1,24.90,22.7,24.1,
6.0,0.0017,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,953,629,513,569,00111111,,0.08,-0.58,22.1,24.88,22.7,24.1,
7.0,0.0019,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,953,629,513,569,00111111,,0.08,-0.60,22.1,24.88,22.7,24.1,
8.0,0.0022,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,953,628,513,569,00111111,,0.08,-0.59,22.1,24.88,22.8,24.1,
9.0,0.0025,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,953,628,514,569,00111111,,0.08,-0.59,22.1,24.88,22.8,24.1,
10.0,0.0028,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,953,628,513,569,00111111,,0.08,-0.58,22.1,24.88,22.8,24.1,
11.0,0.0031,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,953,627,513,569,00111111,,0.08,-0.58,22.1,24.88,22.9,24.1,
12.0,0.0033,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,953,627,513,569,00111111,,0.08,-0.61,22.1,24.88,22.9,24.1,
13.0,0.0036,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,953,627,513,569,00111111,,0.08,-0.60,22.1,24.88,22.9,24.1,
14.0,0.0039,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,953,626,513,569,00111111,,0.08,-0.58,22.1,24.88,23.0,24.1,
15.0,0.0042,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,626,513,569,00111111,,0.08,-0.61,22.1,24.85,23.0,24.1,
16.0,0.0044,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,953,626,513,569,00111111,,0.08,-0.59,22.1,24.88,23.0,24.1,
17.0,0.0047,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,626,513,569,00111111,,0.08,-0.61,22.1,24.85,23.0,24.1,
18.0,0.0050,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,626,513,569,00111111,,0.08,-0.61,22.1,24.85,23.0,24.1,
19.0,0.0053,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,952,625,514,569,00111111,,0.08,-0.58,22.1,24.85,23.1,24.1,
20.0,0.0056,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,625,513,569,00111111,,0.08,-0.61,22.1,24.85,23.1,24.1,
21.0,0.0058,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,952,625,514,569,00111111,,0.08,-0.60,22.1,24.85,23.1,24.1,
22.0,0.0061,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,625,513,569,00111111,,0.08,-0.61,22.1,24.85,23.1,24.1,
23.0,0.0064,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,952,625,513,569,00111111,,0.08,-0.58,22.1,24.85,23.1,24.1,
24.0,0.0067,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,952,624,513,569,00111111,,0.08,-0.61,22.1,24.85,23.2,24.1,
25.0,0.0069,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,952,624,514,568,00111111,,0.08,-0.58,22.1,24.85,23.2,24.2,
26.0,0.0072,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,624,513,568,00111111,,0.08,-0.61,22.1,24.82,23.2,24.2,
27.0,0.0075,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,952,624,513,568,00111111,,0.08,-0.59,22.1,24.85,23.2,24.2,
28.0,0.0078,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,952,623,513,569,00111111,,0.08,-0.60,22.1,24.85,23.3,24.1,
29.0,0.0081,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,623,513,569,00111111,,0.08,-0.61,22.1,24.82,23.3,24.1,
30.0,0.0083,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,952,623,513,568,00111111,,0.08,-0.59,22.1,24.85,23.3,24.2,
31.0,0.0086,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,622,514,568,00111111,,0.08,-0.61,22.1,24.82,23.4,24.2,
32.0,0.0089,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,622,514,568,00111111,,0.08,-0.61,22.1,24.82,23.4,24.2,
33.0,0.0092,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,952,622,513,568,00111111,,0.08,-0.59,22.1,24.85,23.4,24.2,
34.0,0.0094,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,622,514,568,00111111,,0.08,-0.61,22.1,24.82,23.4,24.2,
35.0,0.0097,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,622,513,568,00111111,,0.08,-0.61,22.1,24.82,23.4,24.2,
36.0,0.0100,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,951,621,513,568,00111111,,0.08,-0.59,22.1,24.82,23.5,24.2,
37.0,0.0103,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,621,514,568,00111111,,0.08,-0.61,22.1,24.82,23.5,24.2,
38.0,0.0106,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,951,621,513,568,00111111,,0.08,-0.59,22.1,24.82,23.5,24.2,
39.0,0.0108,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,951,621,513,568,00111111,,0.08,-0.59,22.1,24.82,23.5,24.2,
40.0,0.0111,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,621,513,568,00111111,,0.08,-0.61,22.1,24.82,23.5,24.2,
41.0,0.0114,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,620,513,568,00111111,,0.08,-0.61,22.1,24.82,23.6,24.2,
42.0,0.0117,3217,1023,196,0,0,00001001,0000000000100000,0,4,73,589,951,620,513,568,00111111,,0.10,-0.58,22.1,24.82,23.6,24.2,
43.0,0.0119,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,951,620,514,568,00111111,,0.08,-0.60,22.1,24.82,23.6,24.2,
44.0,0.0122,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,951,620,513,567,00111111,,0.08,-0.61,22.1,24.82,23.6,24.3,
45.0,0.0125,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,951,619,513,567,00111111,,0.08,-0.60,22.1,24.82,23.7,24.3,
46.0,0.0128,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,951,619,514,567,00111111,,0.08,-0.59,22.1,24.82,23.7,24.3,
47.0,0.0131,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,951,619,513,568,00111111,,0.08,-0.59,22.1,24.82,23.7,24.2,
48.0,0.0133,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,951,619,513,567,00111111,,0.08,-0.60,22.1,24.82,23.7,24.3,
49.0,0.0136,3217,1023,196,0,0,00001001,0000000000100000,0,4,75,589,950,618,513,567,00111111,,0.10,-0.60,22.1,24.80,23.8,24.3,
50.0,0.0139,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,618,513,567,00111111,,0.08,-0.59,22.1,24.80,23.8,24.3,
51.0,0.0142,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,950,618,513,567,00111111,,0.08,-0.58,22.1,24.80,23.8,24.3,
52.0,0.0144,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,950,618,513,567,00111111,,0.08,-0.60,22.1,24.80,23.8,24.3,
53.0,0.0147,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,950,618,513,567,00111111,,0.08,-0.60,22.1,24.80,23.8,24.3,
54.0,0.0150,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,617,513,567,00111111,,0.08,-0.61,22.1,24.80,23.9,24.3,
55.0,0.0153,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,617,513,567,00111111,,0.08,-0.61,22.1,24.80,23.9,24.3,
56.0,0.0156,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,617,513,567,00111111,,0.08,-0.59,22.1,24.80,23.9,24.3,
57.0,0.0158,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,616,513,567,00111111,,0.08,-0.59,22.1,24.80,24.0,24.3,
58.0,0.0161,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,616,514,567,00111111,,0.08,-0.59,22.1,24.80,24.0,24.3,
59.0,0.0164,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,616,513,567,00111111,,0.08,-0.61,22.1,24.80,24.0,24.3,
60.0,0.0167,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,616,513,567,00111111,,0.08,-0.61,22.1,24.80,24.0,24.3,
61.0,0.0169,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,616,513,567,00111111,,0.08,-0.61,22.1,24.80,24.0,24.3,
62.0,0.0172,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,615,513,566,00111111,,0.08,-0.61,22.1,24.80,24.0,24.4,
63.0,0.0175,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,615,513,567,00111111,,0.08,-0.59,22.1,24.80,24.0,24.3,
64.0,0.0178,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,615,513,566,00111111,,0.08,-0.59,22.1,24.80,24.0,24.4,
65.0,0.0181,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,615,513,566,00111111,,0.08,-0.59,22.1,24.80,24.0,24.4,
66.0,0.0183,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,950,615,513,566,00111111,,0.08,-0.58,22.1,24.80,24.0,24.4,
67.0,0.0186,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,614,513,566,00111111,,0.08,-0.59,22.1,24.80,24.1,24.4,
68.0,0.0189,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,614,513,566,00111111,,0.08,-0.61,22.1,24.80,24.1,24.4,
69.0,0.0192,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,614,513,566,00111111,,0.08,-0.61,22.1,24.80,24.1,24.4,
70.0,0.0194,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,613,513,567,00111111,,0.08,-0.60,22.1,24.77,24.2,24.3,
71.0,0.0197,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,613,513,566,00111111,,0.08,-0.60,22.1,24.77,24.2,24.4,
72.0,0.0200,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,613,513,566,00111111,,0.08,-0.61,22.1,24.77,24.2,24.4,
73.0,0.0203,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,613,513,566,00111111,,0.08,-0.59,22.1,24.77,24.2,24.4,
74.0,0.0206,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,950,613,513,566,00111111,,0.08,-0.61,22.1,24.80,24.2,24.4,
75.0,0.0208,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,612,514,566,00111111,,0.08,-0.61,22.1,24.77,24.3,24.4,
76.0,0.0211,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,950,612,513,566,00111111,,0.08,-0.60,22.1,24.80,24.3,24.4,
77.0,0.0214,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,950,612,514,566,00111111,,0.08,-0.59,22.1,24.80,24.3,24.4,
78.0,0.0217,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,612,513,566,00111111,,0.08,-0.61,22.1,24.77,24.3,24.4,
79.0,0.0219,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,611,513,566,00111111,,0.08,-0.60,22.1,24.77,24.4,24.4,
80.0,0.0222,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,611,513,566,00111111,,0.08,-0.59,22.1,24.77,24.4,24.4,
81.0,0.0225,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,611,514,565,00111111,,0.08,-0.60,22.1,24.77,24.4,24.5,
82.0,0.0228,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,611,513,566,00111111,,0.08,-0.61,22.1,24.77,24.4,24.4,
83.0,0.0231,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,610,513,565,00111111,,0.08,-0.61,22.1,24.77,24.5,24.5,
84.0,0.0233,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,610,513,565,00111111,,0.08,-0.61,22.1,24.77,24.5,24.5,
85.0,0.0236,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,610,513,565,00111111,,0.08,-0.60,22.1,24.77,24.5,24.5,
86.0,0.0239,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,610,513,565,00111111,,0.08,-0.60,22.1,24.77,24.5,24.5,
87.0,0.0242,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,610,513,565,00111111,,0.08,-0.61,22.1,24.77,24.5,24.5,
88.0,0.0244,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,609,513,565,00111111,,0.08,-0.60,22.1,24.77,24.6,24.5,
89.0,0.0247,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,609,513,565,00111111,,0.08,-0.59,22.1,24.77,24.6,24.5,
90.0,0.0250,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,609,514,565,00111111,,0.08,-0.61,22.1,24.77,24.6,24.5,
91.0,0.0253,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,609,513,565,00111111,,0.08,-0.61,22.1,24.77,24.6,24.5,
92.0,0.0256,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,608,513,565,00111111,,0.08,-0.61,22.1,24.77,24.7,24.5,
93.0,0.0258,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,608,514,565,00111111,,0.08,-0.61,22.1,24.77,24.7,24.5,
94.0,0.0261,3217,1023,196,0,0,00001001,0000000000100000,0,4,76,589,949,608,513,565,00111111,,0.10,-0.61,22.1,24.77,24.7,24.5,
95.0,0.0264,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,608,513,565,00111111,,0.08,-0.61,22.1,24.77,24.7,24.5,
96.0,0.0267,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,607,513,565,00111111,,0.08,-0.61,22.1,24.77,24.8,24.5,
97.0,0.0269,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,949,607,513,565,00111111,,0.08,-0.61,22.1,24.77,24.8,24.5,
98.0,0.0272,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,607,513,565,00111111,,0.08,-0.59,22.1,24.77,24.8,24.5,
99.0,0.0275,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,607,513,565,00111111,,0.08,-0.59,22.1,24.77,24.8,24.5,
100.0,0.0278,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,607,513,565,00111111,,0.08,-0.59,22.1,24.77,24.8,24.5,
101.0,0.0281,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,949,606,513,564,00111111,,0.08,-0.58,22.1,24.77,24.9,24.6,
102.0,0.0283,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,606,513,565,00111111,,0.08,-0.59,22.1,24.75,24.9,24.5,
103.0,0.0286,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,606,514,564,00111111,,0.08,-0.59,22.1,24.77,24.9,24.6,
104.0,0.0289,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,949,606,514,564,00111111,,0.08,-0.60,22.1,24.77,24.9,24.6,
105.0,0.0292,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,605,513,564,00111111,,0.08,-0.61,22.1,24.75,25.0,24.6,
106.0,0.0294,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,605,513,564,00111111,,0.08,-0.61,22.1,24.75,25.0,24.6,
107.0,0.0297,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,605,513,564,00111111,,0.08,-0.61,22.1,24.75,25.0,24.6,
108.0,0.0300,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,605,513,564,00111111,,0.08,-0.60,22.1,24.75,25.0,24.6,
109.0,0.0303,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,605,513,564,00111111,,0.08,-0.60,22.1,24.75,25.0,24.6,
110.0,0.0306,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,604,513,564,00111111,,0.08,-0.59,22.1,24.77,25.1,24.6,
111.0,0.0308,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,949,604,514,564,00111111,,0.08,-0.59,22.1,24.77,25.1,24.6,
112.0,0.0311,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,949,604,513,564,00111111,,0.08,-0.58,22.1,24.77,25.1,24.6,
113.0,0.0314,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,948,604,513,564,00111111,,0.08,-0.58,22.1,24.75,25.1,24.6,
114.0,0.0317,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,603,513,564,00111111,,0.08,-0.61,22.1,24.75,25.2,24.6,
115.0,0.0319,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,603,513,564,00111111,,0.08,-0.60,22.1,24.75,25.2,24.6,
116.0,0.0322,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,603,513,564,00111111,,0.08,-0.60,22.1,24.75,25.2,24.6,
117.0,0.0325,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,603,513,564,00111111,,0.08,-0.59,22.1,24.75,25.2,24.6,
118.0,0.0328,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,603,513,564,00111111,,0.08,-0.60,22.1,24.75,25.2,24.6,
119.0,0.0331,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,603,513,563,00111111,,0.08,-0.61,22.1,24.75,25.2,24.8,
120.0,0.0333,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,602,513,563,00111111,,0.08,-0.60,22.1,24.75,25.3,24.8,
121.0,0.0336,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,602,514,563,00111111,,0.08,-0.61,22.1,24.75,25.3,24.8,
122.0,0.0339,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,602,513,563,00111111,,0.08,-0.61,22.1,24.75,25.3,24.8,
123.0,0.0342,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,602,513,563,00111111,,0.08,-0.60,22.1,24.75,25.3,24.8,
124.0,0.0344,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,602,513,563,00111111,,0.08,-0.59,22.1,24.75,25.3,24.8,
125.0,0.0347,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,601,514,563,00111111,,0.08,-0.61,22.1,24.75,25.4,24.8,
126.0,0.0350,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,601,513,563,00111111,,0.08,-0.61,22.1,24.75,25.4,24.8,
127.0,0.0353,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,601,514,563,00111111,,0.08,-0.61,22.1,24.75,25.4,24.8,
128.0,0.0356,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,948,601,513,563,00111111,,0.08,-0.58,22.1,24.75,25.4,24.8,
129.0,0.0358,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,600,513,563,00111111,,0.08,-0.60,22.1,24.75,25.5,24.8,
130.0,0.0361,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,600,513,563,00111111,,0.08,-0.59,22.1,24.75,25.5,24.8,
131.0,0.0364,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,600,513,563,00111111,,0.08,-0.60,22.1,24.75,25.5,24.8,
132.0,0.0367,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,600,514,563,00111111,,0.08,-0.61,22.1,24.72,25.5,24.8,
133.0,0.0369,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,599,513,563,00111111,,0.08,-0.59,22.1,24.75,25.6,24.8,
134.0,0.0372,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,599,513,563,00111111,,0.08,-0.59,22.1,24.75,25.6,24.8,
135.0,0.0375,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,599,513,563,00111111,,0.08,-0.59,22.1,24.75,25.6,24.8,
136.0,0.0378,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,948,599,514,563,00111111,,0.08,-0.61,22.1,24.75,25.6,24.8,
137.0,0.0381,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,599,513,563,00111111,,0.08,-0.60,22.1,24.72,25.6,24.8,
138.0,0.0383,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,598,513,562,00111111,,0.08,-0.59,22.1,24.75,25.7,24.9,
139.0,0.0386,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,598,513,563,00111111,,0.08,-0.59,22.1,24.75,25.7,24.8,
140.0,0.0389,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,598,513,562,00111111,,0.08,-0.60,22.1,24.75,25.7,24.9,
141.0,0.0392,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,598,513,562,00111111,,0.08,-0.61,22.1,24.72,25.7,24.9,
142.0,0.0394,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,598,514,562,00111111,,0.08,-0.59,22.1,24.75,25.7,24.9,
143.0,0.0397,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,948,597,513,562,00111111,,0.08,-0.60,22.1,24.75,25.7,24.9,
144.0,0.0400,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,597,513,562,00111111,,0.08,-0.61,22.1,24.72,25.7,24.9,
145.0,0.0403,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,588,947,597,513,562,00111111,,0.08,-0.61,22.2,24.72,25.7,24.9,
146.0,0.0406,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,597,513,562,00111111,,0.08,-0.59,22.1,24.75,25.7,24.9,
147.0,0.0408,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,948,597,513,562,00111111,,0.08,-0.59,22.1,24.75,25.7,24.9,
148.0,0.0411,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,596,513,562,00111111,,0.08,-0.60,22.1,24.72,25.8,24.9,
149.0,0.0414,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,588,947,596,513,562,00111111,,0.08,-0.61,22.2,24.72,25.8,24.9,
150.0,0.0417,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,588,947,596,513,562,00111111,,0.08,-0.60,22.2,24.72,25.8,24.9,
151.0,0.0419,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,596,513,562,00111111,,0.08,-0.60,22.1,24.72,25.8,24.9,
152.0,0.0422,3217,1023,196,0,0,00001001,0000000000100000,0,3,77,589,947,596,513,562,00111111,,0.08,-0.62,22.1,24.72,25.8,24.9,
153.0,0.0425,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,595,514,562,00111111,,0.08,-0.60,22.1,24.72,25.9,24.9,
154.0,0.0428,3217,1023,196,0,0,00001001,0000000000100000,0,4,76,589,947,595,513,562,00111111,,0.10,-0.61,22.1,24.72,25.9,24.9,
155.0,0.0431,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,595,513,562,00111111,,0.08,-0.61,22.1,24.72,25.9,24.9,
156.0,0.0433,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,595,514,562,00111111,,0.08,-0.61,22.1,24.72,25.9,24.9,
157.0,0.0436,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,947,595,513,562,00111111,,0.08,-0.59,22.1,24.72,25.9,24.9,
158.0,0.0439,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,594,513,561,00111111,,0.08,-0.61,22.1,24.72,26.0,25.0,
159.0,0.0442,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,588,947,594,513,561,00111111,,0.08,-0.60,22.2,24.72,26.0,25.0,
160.0,0.0444,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,589,947,594,513,561,00111111,,0.08,-0.58,22.1,24.72,26.0,25.0,
161.0,0.0447,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,588,947,594,513,561,00111111,,0.08,-0.60,22.2,24.72,26.0,25.0,
162.0,0.0450,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,594,513,562,00111111,,0.08,-0.60,22.1,24.72,26.0,24.9,
163.0,0.0453,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,593,513,561,00111111,,0.08,-0.61,22.1,24.72,26.1,25.0,
164.0,0.0456,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,589,947,593,513,561,00111111,,0.08,-0.59,22.1,24.72,26.1,25.0,
165.0,0.0458,3217,1023,196,0,0,00001001,0000000000100000,0,4,74,589,947,593,513,561,00111111,,0.10,-0.59,22.1,24.72,26.1,25.0,
166.0,0.0461,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,588,947,593,513,561,00111111,,0.08,-0.61,22.2,24.72,26.1,25.0,
167.0,0.0464,3217,1023,196,0,0,00001001,0000000000100000,0,4,76,588,947,593,513,561,00111111,,0.10,-0.61,22.2,24.72,26.1,25.0,
168.0,0.0467,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,588,947,592,513,561,00111111,,0.08,-0.60,22.2,24.72,26.2,25.0,
169.0,0.0469,3217,1023,196,0,0,00001001,0000000000100000,0,3,74,588,947,592,513,561,00111111,,0.08,-0.59,22.2,24.72,26.2,25.0,
170.0,0.0472,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,589,947,592,513,561,00111111,,0.08,-0.61,22.1,24.72,26.2,25.0,
171.0,0.0475,3217,1023,196,0,0,00001001,0000000000100000,0,3,73,588,947,592,513,561,00111111,,0.08,-0.58,22.2,24.72,26.2,25.0,
172.0,0.0478,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,588,947,592,513,561,00111111,,0.08,-0.61,22.2,24.72,26.2,25.0,
173.0,0.0481,3217,1023,196,0,0,00001001,0000000000100000,0,3,76,588,946,592,513,561,00111111,,0.08,-0.61,22.2,24.69,26.2,25.0,
174.0,0.0483,3217,1023,196,0,0,00001001,0000000000100000,0,3,75,589,947,591,513,561,00111111,,0.08,-0.60,22.1,24.72,26.3,25.0,
